'http://link.springer.com/chapter/10.1007/978-3-319-08648-4_3', 'Dispersion of Carbon-Based Materials (CNTs, Graphene) in Polymer Matrices', 'Carbon for Sensing Devices', '2015 ', 'Springer', 0 , 'F Cesano', 'D Scarano'
'http://pubs.rsc.org/en/content/articlehtml/2014/cp/c4cp04418e', 'Graphene and graphitic derivative filled polymer composites as potential sensors', 'Physical Chemistry  …', '2015 ', 'pubs.rsc.org', 0 , '<a href="/citations?user=4sHHOIQAAAAJ&hl=es&oi=sra">D Ponnamma</a>', 'Q Guo', 'I Krupa…'
'http://www.tandfonline.com/doi/abs/10.1080/00914037.2014.886239', 'Influence of Process Factors on Diameter of Core (\\xce\\xb3-Fe2O3)/Shell (Polyvinyl Alcohol) Structure Magnetic Nanofibers During Co-Axial Electrospinning', '  Journal of Polymeric  …', '2015 ', 'Taylor & Francis', '1' , '<a href="/citations?user=_TNy3LwAAAAJ&hl=es&oi=sra">E Fallahiarezoudar</a>… '
'http://pubs.acs.org/doi/abs/10.1021/tx500477y', 'Culture medium-associated physicochemical insights on cytotoxicity of carbon nanomaterials', 'Chemical research in  …', '2015 ', 'ACS Publications', 0 , 'H Kong', 'L Wang', 'Y Zhu', 'Q Huang…'
'http://pubs.rsc.org/en/content/articlehtml/2014/tc/c3tc32375g', 'Detonation nanodiamonds tailor the structural order of PEDOT chains in conductive coating layers of hybrid nanoparticles', 'Journal of Materials  …', '2014 ', 'pubs.rsc.org', '2' , '<a href="/citations?user=zNVZH2QAAAAJ&hl=es&oi=sra">E Tamburri</a>', '<a href="/citations?user=IwRVuKYAAAAJ&hl=es&oi=sra">V Guglielmotti</a>', '<a href="/citations?user=gAPIB7cAAAAJ&hl=es&oi=sra">R Matassa</a>…'
'http://books.google.com/books?hl=es&lr=&id=wZ9_AwAAQBAJ&oi=fnd&pg=PA171&dq=%22nanodiamond%22+AND+%22conductive+polymer%22&ots=5MtS-wGdN1&sig=Lz8jRBtz9ZMIblaURcp_rCxVbus', 'Economic Analysis of Market Opportunities for CNTs and <b>Nanodiamond</b>', '  and Hybrids: Synthesis …', '2014 ', 'books.google.com', 0 , 'M Werner', 'M Markanovic', 'CS Ciesla… '
'http://www.researchgate.net/profile/O_Shilova/publication/226916831_The_Fine_and_Fractal_Structure_and_Protonic_Conductivity_of_Phosphosilicate-Diamond_Sol-Gel_Nanocomposites/links/0c96053109b5d9988e000000.pdf', 'FINE AND FRACTAL STRUCTURE AND PROTONIC CONDUCTIVITY OF SILICA PHOSHATE-<b>NANODIAMOND </b>SOL-GEL NANOCOMPOSITES', 'researchgate.net', '0000', 'ilov, YP Gomza, OA Shilova, VI Padalko, E LN… - researchgate.net', 0 , 'VV Shilov', 'YP Gomza', 'OA Shilova', 'VI Padalko', 'E LN…'
'http://pubs.acs.org/doi/abs/10.1021/nn502065u', 'Stretchable and Semitransparent Conductive Hybrid Hydrogels for Flexible Supercapacitors', 'ACS  …', '2014 ', 'ACS Publications', '1' , 'GP Hao', 'F Hippauf', 'M Oschatz', 'FM Wisser', 'A Leifert…'
'http://dx.plos.org/10.1371/journal.pone.0107361.g003', 'Cytotoxicity of Polyaniline Nanomaterial on Rat Celiac Macrophages In Vitro', 'PloS one', '2014 ', 'dx.plos.org', '1' , 'YS Li', '<a href="/citations?user=DvM7F3IAAAAJ&hl=es&oi=sra">BF Chen</a>', 'XJ Li', 'WK Zhang', 'HB Tang'
'http://www.maneyonline.com/doi/abs/10.1179/1753555714Y.0000000207', 'Effect of alkaline and alkaline earth ion exchanged Y zeolites on electrical conductivity and response of PEDOT-PSS/Y zeolite composites toward SO2', 'Materials Technology:  …', '2014 ', 'maneyonline.com', 0 , 'P Chanthaanont', 'T Permpool…'
